Id,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'Coffee'}),frozenset({'Cake'}),0.475081314,0.103137131,0.054348967,0.114399293,1.109195996,0.005350443,1.012716975
1,frozenset({'Cake'}),frozenset({'Coffee'}),0.103137131,0.475081314,0.054348967,0.526958291,1.109195996,0.005350443,1.109666814
2,frozenset({'Coffee'}),frozenset({'Pastry'}),0.475081314,0.08551044,0.047214353,0.099381625,1.162216285,0.006589941,1.015401846
3,frozenset({'Pastry'}),frozenset({'Coffee'}),0.08551044,0.475081314,0.047214353,0.552147239,1.162216285,0.006589941,1.172078711
4,frozenset({'Puff'}),frozenset({'Coffee'}),0.076802014,0.475081314,0.041233868,0.536885246,1.130091272,0.004746667,1.133452739
5,frozenset({'Coffee'}),frozenset({'Puff'}),0.475081314,0.076802014,0.041233868,0.086793286,1.130091272,0.004746667,1.010940865
