Id,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'Coffee'}),frozenset({'Cake'}),0.475081314,0.103137131,0.054348967,0.114399293,1.109195996,0.005350443,1.012716975
1,frozenset({'Cake'}),frozenset({'Coffee'}),0.103137131,0.475081314,0.054348967,0.526958291,1.109195996,0.005350443,1.109666814
